id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
574295,Acanthis,flammea,,Common Redpoll,Juha Saari,Finland,"Helsinki, Helsinki, Uusimaa",60.2357,25.0058,40,nocturnal flight call,//www.xeno-canto.org/574295,//www.xeno-canto.org/574295/download,XC574295-carmea_202007_07_08_yom_0241.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZNHUUXHXZS/ffts/XC574295-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZNHUUXHXZS/ffts/XC574295-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZNHUUXHXZS/ffts/XC574295-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZNHUUXHXZS/ffts/XC574295-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:10,02:44,2020-07-08,2020-07-08,['Larus canus'],,no,no
571267,Acanthis,flammea,,Common Redpoll,Hans Norelius,Sweden,"Kuoletisjaure, Mierkenis, Arjeplog Municipality, Norrbottens län",66.749,15.9642,700,song,//www.xeno-canto.org/571267,//www.xeno-canto.org/571267/download,XC571267-GråsiskaS_Arjeplogsfjällen_Juni2020_200614-100010.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MNQLBOLQFS/ffts/XC571267-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MNQLBOLQFS/ffts/XC571267-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MNQLBOLQFS/ffts/XC571267-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MNQLBOLQFS/ffts/XC571267-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:06,10:00,2020-06-14,2020-06-24,[''],,yes,no
552770,Acanthis,flammea,,Common Redpoll,Doug Hynes,Canada,"""the Fen"", near Churchill Northern Studies Centre, Manitoba",58.6624,-93.834,30,"adult, call, flight call, male, sex uncertain, song",//www.xeno-canto.org/552770,//www.xeno-canto.org/552770/download,XC552770-B18h16m56s02jun2010_xenocanto_edit_bp100.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/TQCWZTAINA/ffts/XC552770-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/TQCWZTAINA/ffts/XC552770-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/TQCWZTAINA/ffts/XC552770-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/TQCWZTAINA/ffts/XC552770-full.png'}",//creativecommons.org/licenses/by-sa/4.0/,no score,3:27,18:17,2010-06-02,2020-05-01,['Passerculus sandwichensis'],Small flock of about a dozen birds moving along shrubs on tundra; flew off at end of recording,yes,no
536918,Acanthis,flammea,,Common Redpoll,Grzegorz Lorek,Iceland,"Reykjavík, Capital Region",64.121,-21.907,10,call,//www.xeno-canto.org/536918,//www.xeno-canto.org/536918/download,XC536918-bez nazwy.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/ffts/XC536918-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/ffts/XC536918-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/ffts/XC536918-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/ffts/XC536918-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:23,17:00,2020-01-28,2020-03-21,[''],Big cemetery close to Atlantic cost,yes,no
505076,Acanthis,flammea,,Common Redpoll,Thomas Bergman,Sweden,"Stensjön Nature Reserve, Bjuråker, Hälsingland",62.1359,16.2235,320,call,//www.xeno-canto.org/505076,//www.xeno-canto.org/505076/download,XC505076-Gråsiska_lock_Stensjön_NR_20191031_0850_red.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YUKZIHHVTY/ffts/XC505076-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YUKZIHHVTY/ffts/XC505076-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YUKZIHHVTY/ffts/XC505076-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YUKZIHHVTY/ffts/XC505076-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:27,08:50,2019-10-31,2019-10-31,[''],Ten to fifteen birds were foraging in a birch tree close to a small creek. All but one suddenly flew away. The remaining bird called a couple of times.,yes,no
503379,Acanthis,flammea,,Common Redpoll,Lars Edenius,Sweden,"Sörmjöle, Umeå, Västerbottens län",63.6666,20.0191,0,flight call,//www.xeno-canto.org/503379,//www.xeno-canto.org/503379/download,XC503379-Gråsiska_09.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC503379-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC503379-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC503379-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC503379-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:09,11:00,2019-10-21,2019-10-21,[''],,yes,no
489924,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,"call, female",//www.xeno-canto.org/489924,//www.xeno-canto.org/489924/download,"XC489924-Acanthis flammea 190130_002, лов с чечёткой об 9-20--10-40, AAA call, 1.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489924-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489924-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489924-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489924-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:40,09:30,2018-01-19,2019-08-01,[''],,yes,no
489923,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,"call, female",//www.xeno-canto.org/489923,//www.xeno-canto.org/489923/download,"XC489923-Acanthis flammea 190130_002, лов с чечёткой об 9-20--10-40, AAB call, 3!.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489923-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489923-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489923-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489923-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:40,09:30,2018-01-19,2019-08-01,[''],,yes,no
489922,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,call,//www.xeno-canto.org/489922,//www.xeno-canto.org/489922/download,"XC489922-Acanthis flammea 190130_002, лов с чечёткой об 9-20--10-40, AAAA call, 5.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489922-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489922-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489922-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489922-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,09:30,2018-01-19,2019-08-01,[''],,yes,no
489921,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,call,//www.xeno-canto.org/489921,//www.xeno-canto.org/489921/download,"XC489921-Acanthis flammea 190130_002, лов с чечёткой об 9-20--10-40, AAAA call, 4.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489921-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489921-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489921-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489921-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:15,09:30,2018-01-19,2019-08-01,[''],,yes,no
489920,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,call,//www.xeno-canto.org/489920,//www.xeno-canto.org/489920/download,"XC489920-Acanthis flammea 190130_002, лов с чечёткой об 9-20--10-40, AAAA call, 1.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489920-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489920-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489920-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489920-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:24,09:30,2018-01-19,2019-08-01,[''],,yes,no
489919,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,call,//www.xeno-canto.org/489919,//www.xeno-canto.org/489919/download,"XC489919-Acanthis flammea 190130_002, лов с чечёткой об 9-20--10-40, AAAA call, 2.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489919-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489919-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489919-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489919-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:10,09:30,2018-01-19,2019-08-01,[''],,yes,no
489918,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,alarm call,//www.xeno-canto.org/489918,//www.xeno-canto.org/489918/download,"XC489918-Acanthis flammea 190130_002, лов с чечёткой об 9-20--10-40, AAAA alarm call, 3.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489918-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489918-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489918-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489918-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:31,09:30,2018-01-19,2019-08-01,[''],,yes,no
489917,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,call,//www.xeno-canto.org/489917,//www.xeno-canto.org/489917/download,"XC489917-Acanthis flammea 190130_002, 9-20--10-40, AAAAB call, 2+.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489917-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489917-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489917-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489917-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:38,09:30,2018-01-19,2019-08-01,[''],,yes,no
489916,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,call,//www.xeno-canto.org/489916,//www.xeno-canto.org/489916/download,"XC489916-Acanthis flammea 190130_002,  9-20--10-40, AAAAB call, 1+.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489916-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489916-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489916-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489916-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,3:59,09:30,2018-01-19,2019-08-01,[''],,yes,no
489915,Acanthis,flammea,flammea,Common Redpoll,Albert Lastukhin,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",56.092,47.2613,190,call,//www.xeno-canto.org/489915,//www.xeno-canto.org/489915/download,"XC489915-Acanthis flammea 190130_002,  9-20--10-40, AAAA call, 8+.MP3","{'small': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489915-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489915-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489915-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC489915-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,09:30,2018-01-19,2019-08-01,[''],,yes,no
478958,Acanthis,flammea,rostrata,Common Redpoll,Stanislas Wroza,Iceland,Eastern Region,65.1264,-14.6725,130,"alarm call, call, flight call, various calls",//www.xeno-canto.org/478958,//www.xeno-canto.org/478958/download,XC478958-2018-08-05 Hallormsstadur - Karahnukur Dam 180805 Sizerin rostrata divers cris (5) +.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC478958-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC478958-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC478958-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC478958-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:13,06:00,2018-08-05,2019-06-06,[''],,yes,no
