id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
575752,Coloeus,monedula,soemmerringii,Western Jackdaw,Stanislas Wroza,Estonia,"Koigi, Saaremaa Parish, Saare maakond",58.4927,22.9727,10,"alarm call, call, flight call",//www.xeno-canto.org/575752,//www.xeno-canto.org/575752/download,XC575752-Choucas des tours soemerringi divers cris dont vol.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575752-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575752-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575752-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575752-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:09,22:00,2020-07-08,2020-07-14,[''],,yes,no
575751,Coloeus,monedula,soemmerringii,Western Jackdaw,Stanislas Wroza,Estonia,"Koigi, Saaremaa Parish, Saare maakond",58.4927,22.9727,10,"alarm call, call, flight call",//www.xeno-canto.org/575751,//www.xeno-canto.org/575751/download,XC575751-Choucas des tours soemerringi divers cris dont vol 2.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575751-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575751-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575751-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575751-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:55,22:00,2020-07-08,2020-07-14,[''],,yes,no
575155,Coloeus,monedula,,Western Jackdaw,Jorge Leitão,Netherlands,"Dommeilplantsoen, near Genneper Parken, Eindhoven, Noord-Brabant",51.4269,5.4752,20,"call, interactive",//www.xeno-canto.org/575155,//www.xeno-canto.org/575155/download,XC575155-2020.07.10_09.19_01.MP3,"{'small': '//www.xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC575155-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC575155-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC575155-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC575155-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:23,09:19,2020-07-10,2020-07-12,[''],,yes,no
569583,Coloeus,monedula,,Western Jackdaw,Martijn Verdoes,Netherlands,"Nijmegen, Nijmegen, Gelderland",51.8346,5.8519,30,nocturnal flight call,//www.xeno-canto.org/569583,//www.xeno-canto.org/569583/download,XC569583-200617_0145_Kauw.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MKQYRUJBBI/ffts/XC569583-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MKQYRUJBBI/ffts/XC569583-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MKQYRUJBBI/ffts/XC569583-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MKQYRUJBBI/ffts/XC569583-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:16,01:45,2020-06-17,2020-06-17,[''],,no,no
568738,Coloeus,monedula,,Western Jackdaw,Sidney M,Spain,"Tarragonès (near  Vilaseca), Tarragona, Cataluña",41.0992,1.1604,20,song,//www.xeno-canto.org/568738,//www.xeno-canto.org/568738/download,XC568738-gralla 15 6.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568738-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568738-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568738-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568738-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:04,10:30,2020-06-15,2020-06-15,[''],chick on the ground,yes,no
568680,Coloeus,monedula,,Western Jackdaw,Sidney M,Spain,"Tarragonès (near  Vilaseca), Tarragona, Cataluña",41.0992,1.1604,20,call,//www.xeno-canto.org/568680,//www.xeno-canto.org/568680/download,XC568680-gralla 15 5.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568680-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568680-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568680-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568680-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:04,10:30,2020-06-15,2020-06-15,[''],,yes,no
568679,Coloeus,monedula,,Western Jackdaw,Sidney M,Spain,"Tarragonès (near  Vilaseca), Tarragona, Cataluña",41.0992,1.1604,20,call,//www.xeno-canto.org/568679,//www.xeno-canto.org/568679/download,XC568679-gralla 15 4.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568679-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568679-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568679-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568679-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:03,10:30,2020-06-15,2020-06-15,[''],,yes,no
568677,Coloeus,monedula,,Western Jackdaw,Sidney M,Spain,"Tarragonès (near  Vilaseca), Tarragona, Cataluña",41.0992,1.1604,20,call,//www.xeno-canto.org/568677,//www.xeno-canto.org/568677/download,XC568677-gralla 15 3.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568677-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568677-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568677-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568677-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:08,08:30,2020-06-15,2020-06-15,[''],,yes,no
578422,Coloeus,monedula,,Western Jackdaw,Jose A. Neila Ballesteros,Spain,"Soto del Real - Reserva de la biosfera Cuencas altas de los ríos Manzanares, Lozoya y Guadarrama",40.7464,-3.7403,900,call,//www.xeno-canto.org/578422,//www.xeno-canto.org/578422/download,XC578422-23 jul. 8.44 grajilla.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC578422-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC578422-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC578422-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC578422-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:18,8:44,2020-07-23,2020-07-23,[''],Grabado en Urbanización d mediana densidad con mucho arbolado.,yes,no
577266,Coloeus,monedula,,Western Jackdaw,Jose A. Neila Ballesteros,Spain,"Cuenca Alta del Manzanares (near  Soto del Real), Madrid, Comunidad de Madrid",40.7381,-3.7475,950,"adult, call, hatchling or nestling",//www.xeno-canto.org/577266,//www.xeno-canto.org/577266/download,XC577266-19 jun. 10.32 grajilla joven y adulta.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC577266-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC577266-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC577266-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC577266-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:29,11:32,2020-06-20,2020-07-19,[''],Grabado bajo un puente en Urbanización.,yes,no
577265,Coloeus,monedula,,Western Jackdaw,Jose A. Neila Ballesteros,Spain,"Cuenca Alta del Manzanares (near  Soto del Real), Madrid, Comunidad de Madrid",40.7381,-3.7475,950,"adult, call, hatchling or nestling",//www.xeno-canto.org/577265,//www.xeno-canto.org/577265/download,XC577265-20 jun. 11.34 grajilla adulta y jovenes.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC577265-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC577265-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC577265-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LNDCYHUSPR/ffts/XC577265-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:17,11:34,2020-06-20,2020-07-19,[''],Grabado bajo un puente en Urbanización.,yes,no
576583,Coloeus,monedula,,Western Jackdaw,Arjun Dutta,United Kingdom,"Beddington Farm, London",51.382,-0.1523,30,"adult, call, flight call",//www.xeno-canto.org/576583,//www.xeno-canto.org/576583/download,XC576583-Jackdaw 1318.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/HRVQAOEHRR/ffts/XC576583-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/HRVQAOEHRR/ffts/XC576583-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/HRVQAOEHRR/ffts/XC576583-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/HRVQAOEHRR/ffts/XC576583-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:22,13:18,2020-07-17,2020-07-17,[''],Unmodified. Recorded using Tascam DR-05x recorder at Beddington Farmlands NR.,yes,no
575750,Coloeus,monedula,soemmerringii,Western Jackdaw,Stanislas Wroza,Estonia,"Koigi, Saaremaa Parish, Saare maakond",58.4927,22.9727,10,flight call,//www.xeno-canto.org/575750,//www.xeno-canto.org/575750/download,XC575750-Choucas des tours soemerringi divers cris dont vol ++.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575750-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575750-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575750-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC575750-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:12,22:00,2020-07-08,2020-07-14,[''],,yes,no
571241,Coloeus,monedula,,Western Jackdaw,Olivier SWIFT,France,"Fronsac, Haute-Garonne, Occitanie",42.9498,0.6504,500,alarm call,//www.xeno-canto.org/571241,//www.xeno-canto.org/571241/download,XC571241-CORMON_200623_5977_Fronsac31_alarme.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571241-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571241-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571241-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571241-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:10,11:59,2020-06-23,2020-06-24,"['Fringilla coelebs', 'Streptopelia decaocto']",Recorded with Tascam DR05 and Dodotronic AOM5024L parabole. In flight,yes,no
571240,Coloeus,monedula,,Western Jackdaw,Olivier SWIFT,France,"Fronsac, Haute-Garonne, Occitanie",42.9498,0.6504,500,alarm call,//www.xeno-canto.org/571240,//www.xeno-canto.org/571240/download,XC571240-CORMON_200623_5973_Fronsac31_alarme.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571240-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571240-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571240-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571240-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:02,11:59,2020-06-23,2020-06-24,['Fringilla coelebs'],Recorded with Tascam DR05 and Dodotronic AOM5024L parabole. In flight,yes,no
571238,Coloeus,monedula,,Western Jackdaw,Olivier SWIFT,France,"Fronsac, Haute-Garonne, Occitanie",42.9498,0.6504,500,flight call,//www.xeno-canto.org/571238,//www.xeno-canto.org/571238/download,XC571238-CORMON_200623_6000_Fronsac31_in_flight.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571238-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571238-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571238-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571238-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:19,12:59,2020-06-23,2020-06-24,['Fringilla coelebs'],Recorded with Tascam DR05 and Dodotronic AOM5024L parabole.,yes,no
571237,Coloeus,monedula,,Western Jackdaw,Olivier SWIFT,France,"Fronsac, Haute-Garonne, Occitanie",42.9498,0.6504,500,call,//www.xeno-canto.org/571237,//www.xeno-canto.org/571237/download,XC571237-CORMON_200623_5987_Fronsac31_in_tower.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571237-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571237-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571237-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571237-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:29,12:27,2020-06-23,2020-06-24,['Fringilla coelebs'],Recorded with Tascam DR05 and Dodotronic AOM5024L parabole. In the tower,no,no
571236,Coloeus,monedula,,Western Jackdaw,Olivier SWIFT,France,"Fronsac, Haute-Garonne, Occitanie",42.9498,0.6504,500,"alarm call, flight call",//www.xeno-canto.org/571236,//www.xeno-canto.org/571236/download,XC571236-CORMON_200623_5976_Fronsac31.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571236-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571236-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571236-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC571236-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:22,12:01,2020-06-23,2020-06-24,['Fringilla coelebs'],Recorded with Tascam DR05 and Dodotronic AOM5024L parabole.,yes,no
570901,Coloeus,monedula,,Western Jackdaw,Pierre Foulquier,France,"Fontvieille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",43.7255,4.7094,20,"call, flight call, wingbeats",//www.xeno-canto.org/570901,//www.xeno-canto.org/570901/download,XC570901-choucas_4_fontvieille.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YESYDXYEZD/ffts/XC570901-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YESYDXYEZD/ffts/XC570901-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YESYDXYEZD/ffts/XC570901-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YESYDXYEZD/ffts/XC570901-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,06:00,2020-06-21,2020-06-23,['Phoenicurus ochruros'],,no,no
568673,Coloeus,monedula,,Western Jackdaw,Sidney M,Spain,"Tarragonès (near  Vilaseca), Tarragona, Cataluña",41.0992,1.1604,20,call,//www.xeno-canto.org/568673,//www.xeno-canto.org/568673/download,XC568673-gralla 15 1.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568673-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568673-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568673-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AGCYXCXXSH/ffts/XC568673-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:13,08:30,2020-06-15,2020-06-15,[''],,yes,no
566134,Coloeus,monedula,,Western Jackdaw,Enrico Carta,Italy,"Vallecrosia, Provincia di Imperia, Liguria",43.7844,7.6388,10,flight call,//www.xeno-canto.org/566134,//www.xeno-canto.org/566134/download,XC566134-20200607_001 taccole XC.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/GELMCTLAEM/ffts/XC566134-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/GELMCTLAEM/ffts/XC566134-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/GELMCTLAEM/ffts/XC566134-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/GELMCTLAEM/ffts/XC566134-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:08,20:42,2020-06-07,2020-06-07,[''],,yes,no
562752,Coloeus,monedula,spermologus,Western Jackdaw,Albert Noorlander,Netherlands,"IJsselstein, IJsselstein, Utrecht",52.0148,5.0379,0,call,//www.xeno-canto.org/562752,//www.xeno-canto.org/562752/download,XC562752-Kauw 20200528-01a X.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LIGVVFZJTW/ffts/XC562752-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LIGVVFZJTW/ffts/XC562752-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LIGVVFZJTW/ffts/XC562752-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LIGVVFZJTW/ffts/XC562752-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:03,05:25,2020-05-28,2020-05-28,[''],,no,no
